title,type,release_year,runtime,seasons,imdb_score,imdb_votes,lead_production,production_countries_cnt,lead_genres,genres_cnt,movie_cluster,dbscan_clusters
Street Fighter II: The Animated Movie,MOVIE,1994,102,0.0,7.2,8865.0,JP,1,animation,4,31,31
Clifford the Big Red Dog,SHOW,2000,21,3.0,5.3,150.0,US,1,animation,4,81,81
Moesha,SHOW,1996,21,6.0,5.7,3713.0,US,1,drama,3,30,30
The Royle Family,SHOW,1998,34,4.0,8.2,7762.0,GB,1,comedy,1,77,77
"Sister, Sister",SHOW,1994,22,6.0,6.2,12535.0,US,1,comedy,3,21,21
Diggstown,MOVIE,1992,98,0.0,6.9,7453.0,US,1,drama,3,5,5
Double Impact,MOVIE,1991,110,0.0,5.6,40666.0,US,1,thriller,4,3,3
Drowning Mona,MOVIE,2000,96,0.0,5.7,14524.0,US,1,crime,2,6,6
The Winslow Boy,MOVIE,1999,104,0.0,7.3,9088.0,GB,2,drama,2,16,16
Fever Pitch,MOVIE,1997,102,0.0,6.7,10960.0,GB,1,comedy,5,43,43
Split Second,MOVIE,1992,90,0.0,6.0,14524.0,GB,1,horror,6,42,42
Into Thin Air: Death on Everest,MOVIE,1997,90,0.0,5.7,1547.0,US,2,drama,3,5,5
Albino Alligator,MOVIE,1996,97,0.0,6.1,8066.0,US,1,drama,4,5,5
Not Without My Daughter,MOVIE,1991,116,0.0,6.3,13306.0,US,1,drama,2,5,5
Species II,MOVIE,1998,93,0.0,4.4,29176.0,US,1,horror,4,7,7
The Miracle Maker,MOVIE,2000,90,0.0,7.1,1589.0,RU,2,animation,3,-1,-1
Call of the Wild,SHOW,2000,47,1.0,6.6,226.0,US,1,action,2,78,78
It Had to Be You,MOVIE,2000,90,0.0,5.6,2099.0,US,1,romance,2,1,1
Dilwale Dulhania Le Jayenge,MOVIE,1995,181,0.0,8.0,68213.0,IN,1,drama,2,40,40
Double Dragon,MOVIE,1994,89,0.0,3.8,13366.0,US,1,comedy,4,2,2
Great Teacher Onizuka,SHOW,1999,25,1.0,8.4,3728.0,JP,1,drama,5,107,107
Intersection,MOVIE,1994,98,0.0,5.3,8350.0,US,1,romance,3,1,1
Left Behind: The Movie,MOVIE,2000,96,0.0,4.3,9667.0,CA,1,thriller,5,39,39
Rolie Polie Olie,SHOW,1998,21,6.0,6.3,2861.0,FR,4,animation,5,158,158
The Rage: Carrie 2,MOVIE,1999,104,0.0,4.7,16510.0,US,1,scifi,4,15,15
Impromptu,MOVIE,1991,120,0.0,6.8,5086.0,FR,2,drama,5,27,27
White Sands,MOVIE,1992,101,0.0,6.0,8007.0,US,1,action,4,0,0
Sonic: Christmas Blast,MOVIE,1996,20,0.0,5.3,190.0,US,1,action,4,0,0
Kansas City,MOVIE,1996,116,0.0,6.3,4887.0,US,1,thriller,4,3,3
Once Upon a Crime,MOVIE,1992,94,0.0,5.9,4562.0,DE,2,thriller,3,73,73
Wish Upon a Star,MOVIE,1996,89,0.0,6.6,7678.0,US,1,fantasy,3,8,8
Trois,MOVIE,2000,93,0.0,3.8,665.0,US,1,thriller,3,3,3
Jeremiah,MOVIE,1998,90,0.0,6.8,1421.0,IT,1,drama,3,34,34
Wind,MOVIE,1992,126,0.0,6.4,2785.0,US,1,drama,3,5,5
Ground Force,SHOW,1997,30,12.0,7.2,157.0,GB,1,reality,1,108,108
Wild Bill,MOVIE,1995,100,0.0,5.8,7013.0,US,1,western,2,4,4
S.F.W.,MOVIE,1994,96,0.0,5.8,5046.0,US,1,comedy,2,2,2
Kirikou and the Sorceress,MOVIE,1998,70,0.0,7.5,9557.0,FR,3,fantasy,4,-1,-1
8 Heads in a Duffel Bag,MOVIE,1997,95,0.0,5.4,10440.0,GB,2,comedy,2,43,43
Jack Frost,MOVIE,1997,89,0.0,6.1,464.0,US,1,horror,2,7,7
Murder Call,SHOW,1997,43,4.0,7.1,413.0,AU,1,drama,3,109,109
Fist of the Red Dragon,MOVIE,1993,91,0.0,6.2,605.0,HK,1,action,2,29,29
The Opposite of Sex,MOVIE,1998,105,0.0,6.4,21037.0,US,1,comedy,3,2,2
Ivanhoe,SHOW,1997,49,1.0,7.4,1109.0,GB,1,action,4,25,25
Monster Rancher,SHOW,1999,21,3.0,7.0,1407.0,JP,1,animation,7,110,110
Digging to China,MOVIE,1997,98,0.0,6.7,2730.0,US,1,drama,1,5,5
Autumn in New York,MOVIE,2000,103,0.0,5.6,26370.0,US,1,romance,2,1,1
The Big Comfy Couch,SHOW,1993,25,7.0,7.1,1571.0,CA,1,family,1,-1,-1
Double Happiness,MOVIE,1994,87,0.0,7.1,1170.0,CA,1,comedy,3,41,41
Bananas in Pyjamas,SHOW,1992,8,6.0,5.5,2828.0,AU,1,animation,4,149,149
Space Truckers,MOVIE,1996,95,0.0,5.3,7753.0,US,3,thriller,4,3,3
Face of Evil,MOVIE,1996,87,0.0,5.9,454.0,US,1,thriller,2,3,3
Gamera: Guardian of the Universe,MOVIE,1995,96,0.0,6.7,3452.0,JP,1,horror,6,50,50
Snow Day,MOVIE,2000,89,0.0,5.1,12559.0,US,1,comedy,2,2,2
Diabolique,MOVIE,1996,107,0.0,5.4,14307.0,US,1,horror,3,7,7
Turbulence,MOVIE,1997,100,0.0,4.9,11513.0,US,1,thriller,2,3,3
Fluke,MOVIE,1995,96,0.0,6.6,6952.0,US,1,drama,3,5,5
Escape Clause,MOVIE,1996,99,0.0,5.6,675.0,US,1,thriller,2,3,3
Bill Hicks: One Night Stand,MOVIE,1991,30,0.0,6.1,464.0,US,1,comedy,1,2,2
The FBI Files,SHOW,1998,50,7.0,7.9,1145.0,US,1,documentation,5,46,46
Big Sky,SHOW,1997,44,2.0,6.7,119.0,AU,1,drama,3,109,109
L.A. Without a Map,MOVIE,1999,107,0.0,6.1,2360.0,FI,3,romance,4,-1,-1
Cruel Intentions 2,MOVIE,2000,87,0.0,6.1,464.0,US,1,drama,1,5,5
The History of Tom Jones,SHOW,1997,62,1.0,7.7,807.0,GB,1,drama,3,44,44
Big Eden,MOVIE,2000,117,0.0,7.3,4505.0,US,1,drama,3,5,5
Love Stinks,MOVIE,1999,94,0.0,5.8,5239.0,US,1,comedy,3,2,2
The Extreme Adventures of Super Dave,MOVIE,2000,91,0.0,6.1,464.0,US,1,action,1,0,0
When Night Is Falling,MOVIE,1995,96,0.0,6.5,7040.0,CA,1,drama,2,82,82
The Assignment,MOVIE,1997,119,0.0,7.0,6.0,CA,1,thriller,4,39,39
Big Bully,MOVIE,1996,90,0.0,4.7,5119.0,US,1,comedy,2,2,2
Two If by Sea,MOVIE,1996,96,0.0,5.2,5864.0,US,1,romance,3,1,1
Magic Knight Rayearth,SHOW,1994,24,2.0,7.7,889.0,JP,1,scifi,6,22,22
Black Robe,MOVIE,1991,101,0.0,7.1,7063.0,US,3,drama,3,5,5
The Love Letter,MOVIE,1999,83,0.0,5.5,4402.0,US,1,romance,4,1,1
Apollo 13: To the Edge and Back,MOVIE,1994,82,0.0,8.2,99.0,US,1,documentation,1,11,11
Lucy and Desi: A Home Movie,MOVIE,1993,108,0.0,8.1,239.0,US,1,documentation,3,11,11
The New Adventures of Peter Rabbit,MOVIE,1995,48,0.0,6.1,464.0,US,1,animation,1,47,47
Mindwarp,MOVIE,1991,91,0.0,5.2,2497.0,US,1,horror,3,7,7
Silent Trigger,MOVIE,1996,90,0.0,5.4,4061.0,GB,2,drama,3,16,16
Molly,MOVIE,1999,102,0.0,5.7,2950.0,US,1,romance,3,1,1
Incognito,MOVIE,1997,1,0.0,6.4,3760.0,US,1,crime,3,6,6
Little Men,SHOW,1998,45,2.0,7.4,346.0,CA,2,drama,2,111,111
Bill Hicks: Revelations,MOVIE,1993,74,0.0,8.5,3085.0,GB,1,comedy,2,43,43
The King and I,MOVIE,1999,87,0.0,4.3,4098.0,US,1,drama,4,5,5
People Like Us,SHOW,1999,30,2.0,8.4,558.0,GB,1,comedy,1,77,77
The Three Stooges,MOVIE,2000,88,0.0,6.9,2011.0,US,1,drama,2,5,5
Sioux City,MOVIE,1994,102,0.0,5.6,416.0,US,1,thriller,2,3,3
Rupert,SHOW,1991,24,6.0,7.0,1680.0,CA,1,fantasy,3,-1,-1
Legend of the Red Dragon,MOVIE,1994,95,0.0,6.3,5677.0,HK,1,comedy,5,45,45
Bill Hicks: Relentless,MOVIE,1992,61,0.0,6.1,464.0,GB,1,comedy,1,43,43
Breathing Fire,MOVIE,1991,84,0.0,5.1,570.0,US,1,action,2,0,0
Where the Day Takes You,MOVIE,1992,105,0.0,6.5,3601.0,US,1,thriller,3,3,3
Bad Seed,MOVIE,2000,93,0.0,5.3,780.0,XX,1,thriller,1,112,112
SÃ³lo con tu pareja,MOVIE,1991,94,0.0,6.8,3749.0,MX,1,romance,3,-1,-1
Grizzly Mountain,MOVIE,1997,96,0.0,5.1,264.0,US,1,action,5,0,0
Alice Through the Looking Glass,MOVIE,1998,83,0.0,5.3,1530.0,GB,1,fantasy,2,35,35
Wilder Napalm,MOVIE,1993,109,0.0,5.4,1699.0,US,1,fantasy,2,8,8
"Dancer, Texas Pop. 81",MOVIE,1998,97,0.0,6.7,2509.0,US,1,drama,3,5,5
Kratts' Creatures,SHOW,1996,27,1.0,8.2,251.0,US,2,family,1,56,56
The Ambassador,SHOW,1998,50,2.0,7.1,145.0,GB,1,drama,1,44,44
The In Crowd,MOVIE,2000,105,0.0,4.6,4582.0,US,1,thriller,2,3,3
Germinal,MOVIE,1993,160,0.0,7.1,5213.0,FR,3,drama,3,27,27
Motorama,MOVIE,1991,90,0.0,6.2,1950.0,US,1,comedy,6,2,2
Twenty Bucks,MOVIE,1993,91,0.0,6.3,3911.0,US,1,drama,3,5,5
Toxic Crusaders,SHOW,1991,24,1.0,6.5,514.0,US,1,animation,5,81,81
Daydream Believers: The Monkees Story,MOVIE,2000,92,0.0,6.1,859.0,US,1,drama,2,5,5
Future Shock,MOVIE,1994,98,0.0,4.2,470.0,US,1,horror,2,7,7
Rage and Honor,MOVIE,1992,89,0.0,5.0,801.0,US,1,thriller,4,3,3
The Million Dollar Hotel,MOVIE,2000,122,0.0,5.7,21528.0,US,2,thriller,3,3,3
Jeffrey,MOVIE,1995,92,0.0,6.7,6241.0,US,1,comedy,4,2,2
City of Joy,MOVIE,1992,132,0.0,6.5,5196.0,FR,2,drama,2,27,27
Black and White,MOVIE,1999,98,0.0,4.9,5854.0,US,1,drama,3,5,5
Dogs with Extraordinary Jobs,SHOW,2000,24,5.0,8.0,86.0,US,1,documentation,1,46,46
Ladybird Ladybird,MOVIE,1994,101,0.0,7.4,3503.0,GB,1,drama,1,16,16
Kuch Kuch Hota Hai,MOVIE,1998,185,0.0,7.6,51640.0,IN,1,drama,3,40,40
Beautiful,MOVIE,2000,112,0.0,5.5,4053.0,US,1,comedy,2,2,2
Eddie Izzard: Definite Article,MOVIE,1996,109,0.0,6.1,464.0,GB,1,comedy,1,43,43
Bedrooms and Hallways,MOVIE,1998,96,0.0,6.7,3381.0,GB,1,romance,3,66,66
Once Upon a Time in China III,MOVIE,1993,112,0.0,6.7,7042.0,HK,1,action,2,29,29
For My Daughter's Honor,MOVIE,1996,88,0.0,6.2,804.0,US,1,drama,1,5,5
The Great Indian Wars 1540-1890,SHOW,1991,44,1.0,7.1,41.0,US,1,documentation,1,46,46
Molokai: The Story of Father Damien,MOVIE,1999,109,0.0,6.8,1334.0,BE,3,drama,2,113,113
Tick Tock,MOVIE,2000,90,0.0,5.7,801.0,US,1,thriller,3,3,3
Slappy and the Stinkers,MOVIE,1998,78,0.0,4.9,1247.0,US,1,family,3,17,17
Liz: The Elizabeth Taylor Story,SHOW,1995,89,1.0,6.1,464.0,US,1,drama,1,30,30
Intern,MOVIE,2000,90,0.0,4.4,674.0,US,1,comedy,1,2,2
Forever Mine,MOVIE,1999,113,0.0,5.2,2510.0,GB,3,thriller,4,9,9
Sahara,MOVIE,1995,106,0.0,6.7,3140.0,AU,2,action,2,36,36
Storm Chasers: Revenge of the Twister,MOVIE,1998,96,0.0,3.8,481.0,US,3,action,1,0,0
Unforgivable,MOVIE,1996,95,0.0,6.4,378.0,US,1,drama,1,5,5
Desert Blue,MOVIE,1999,90,0.0,6.1,2338.0,US,1,drama,2,5,5
Fast Getaway,MOVIE,1991,86,0.0,6.1,464.0,US,1,crime,2,6,6
"The Prize: The Epic Quest for Oil, Money & Power",SHOW,1992,53,1.0,8.4,138.0,,1,documentation,1,114,114
Mad at the Moon,MOVIE,1992,98,0.0,5.0,475.0,US,1,western,3,4,4
Grateful Dawg,MOVIE,2000,81,0.0,7.2,322.0,US,1,music,2,14,14
Gamera 3: Revenge of Iris,MOVIE,1999,108,0.0,7.1,2823.0,JP,1,fantasy,5,83,83
The Myth of Fingerprints,MOVIE,1997,93,0.0,6.0,2608.0,US,1,comedy,3,2,2
Hurricane Streets,MOVIE,1997,86,0.0,6.3,1227.0,US,1,romance,3,1,1
Stormswept,MOVIE,1995,93,0.0,3.6,326.0,US,1,horror,2,7,7
A Woman Scorned: The Betty Broderick Story,MOVIE,1992,96,0.0,7.1,1208.0,US,1,thriller,2,3,3
Mandela,MOVIE,1996,118,0.0,6.8,371.0,ZA,2,history,2,-1,-1
Badlanders,MOVIE,1992,90,0.0,2.6,329.0,US,1,scifi,2,15,15
Cover-Up,MOVIE,1991,90,0.0,4.3,1436.0,GB,2,thriller,2,9,9
The Omega Code,MOVIE,1999,100,0.0,3.5,5330.0,US,1,horror,5,7,7
Monarch,MOVIE,2000,109,0.0,5.5,124.0,GB,1,drama,4,16,16
Howling: New Moon Rising,MOVIE,1995,90,0.0,6.1,464.0,GB,1,horror,1,42,42
The Calling,MOVIE,2000,89,0.0,4.3,2014.0,DE,2,horror,3,55,55
Eddie Izzard: Glorious,MOVIE,1997,99,0.0,6.1,464.0,GB,1,comedy,1,43,43
Sins of Desire,MOVIE,1993,87,0.0,4.1,492.0,US,1,thriller,2,3,3
Contract Killer,MOVIE,1998,103,0.0,6.1,5198.0,HK,1,comedy,4,45,45
Iron Monkey 2,MOVIE,1996,92,0.0,4.6,769.0,HK,1,action,1,29,29
Wilderness Love,MOVIE,2000,89,0.0,6.4,562.0,US,1,comedy,3,2,2
Priest,MOVIE,1995,98,0.0,7.1,10330.0,GB,1,drama,2,16,16
Eddie Izzard: Unrepeatable,MOVIE,1994,75,0.0,6.1,464.0,GB,1,comedy,1,43,43
The Changeling,MOVIE,1993,90,0.0,6.1,464.0,,1,,1,13,13
Last Resort,MOVIE,2000,73,0.0,7.2,1949.0,GB,1,romance,2,66,66
Vegas in Space,MOVIE,1991,85,0.0,4.4,423.0,US,1,scifi,3,15,15
Serving in Silence: The Margarethe Cammermeyer Story,MOVIE,1995,91,0.0,7.0,1113.0,US,1,drama,1,5,5
Masterminds,MOVIE,1997,106,0.0,5.2,3648.0,CA,3,action,3,97,97
Tim Allen: Rewires America,MOVIE,1991,30,0.0,5.9,195.0,US,1,comedy,2,2,2
Swing Vote,MOVIE,1999,90,0.0,5.9,514.0,US,1,drama,1,5,5
The Perez Family,MOVIE,1995,113,0.0,6.0,2307.0,US,1,romance,3,1,1
Without Consent,MOVIE,1994,93,0.0,6.0,332.0,US,1,drama,1,5,5
Gen-Y Cops,MOVIE,2000,85,0.0,4.6,968.0,HK,1,action,2,29,29
Children of the Night,MOVIE,1991,92,0.0,4.6,1153.0,US,1,horror,1,7,7
Camelot,MOVIE,1998,48,0.0,6.1,464.0,US,1,fantasy,1,8,8
Annie: A Royal Adventure,MOVIE,1995,92,0.0,4.9,701.0,US,1,family,3,17,17
A Difficult Woman,SHOW,1998,51,1.0,6.5,108.0,AU,1,drama,1,109,109
Evidence of Blood,MOVIE,1998,109,0.0,6.7,1400.0,US,1,drama,2,5,5
Killing Me Softly,MOVIE,1996,87,0.0,6.7,39.0,GB,1,crime,3,33,33
Joe the King,MOVIE,1999,93,0.0,6.7,2792.0,US,1,drama,2,5,5
Mohabbatein,MOVIE,2000,216,0.0,7.0,29514.0,IN,1,drama,2,40,40
The Magic Voyage,MOVIE,1992,82,0.0,3.5,873.0,DE,1,fantasy,4,-1,-1
Sworn to Justice,MOVIE,1996,97,0.0,4.8,727.0,US,1,thriller,3,3,3
Nervous Ticks,MOVIE,1992,95,0.0,5.8,671.0,US,1,romance,2,1,1
Black Easter,MOVIE,1995,95,0.0,5.8,31.0,GB,1,thriller,2,9,9
The Wubbulous World of Dr. Seuss,SHOW,1996,26,2.0,6.6,173.0,US,1,animation,2,81,81
Jim Henson's The Storyteller: Greek Myths,SHOW,1991,24,1.0,8.1,1711.0,US,1,drama,3,30,30
Past Midnight,MOVIE,1991,100,0.0,5.6,1336.0,US,1,romance,3,1,1
Harlem Aria,MOVIE,1999,96,0.0,6.0,281.0,US,2,drama,1,5,5
Morning Glory,MOVIE,1993,96,0.0,6.5,470.0,CA,2,drama,1,82,82
The Process,MOVIE,1998,90,0.0,4.2,100.0,US,1,action,1,0,0
The Killer Eye,MOVIE,1999,72,0.0,2.8,1161.0,US,1,comedy,3,2,2
"Love, Honour and Obey",MOVIE,2000,103,0.0,6.4,5413.0,GB,1,thriller,3,9,9
Race Against Time: The Search for Sarah,MOVIE,1996,96,0.0,5.6,114.0,US,1,thriller,3,3,3
High Risk,MOVIE,1995,101,0.0,6.0,4239.0,HK,1,comedy,4,45,45
Ice,MOVIE,1998,93,0.0,5.0,1146.0,US,2,action,4,0,0
Omega Doom,MOVIE,1996,84,0.0,4.0,3129.0,US,1,scifi,3,15,15
Falling For You,MOVIE,1995,89,0.0,4.9,210.0,CA,3,thriller,1,39,39
Into His Arms,MOVIE,1999,76,0.0,5.6,73.0,US,1,drama,1,5,5
The Fatal Game,MOVIE,1996,52,0.0,7.0,103.0,NZ,1,drama,2,115,115
The Island on Bird Street,MOVIE,1997,107,0.0,7.1,1670.0,DE,4,drama,3,10,10
Across the Moon,MOVIE,1995,88,0.0,4.8,277.0,US,1,romance,3,1,1
Raja Hindustani,MOVIE,1996,177,0.0,6.1,7645.0,IN,1,romance,4,72,72
Richard Jeni: Platypus Man,MOVIE,1995,58,0.0,7.9,116.0,US,1,comedy,2,2,2
Younger and Younger,MOVIE,1993,99,0.0,5.0,549.0,DE,2,fantasy,6,-1,-1
Stonewall,MOVIE,1995,99,0.0,7.0,1642.0,GB,2,comedy,3,43,43
The Tribe,MOVIE,1998,105,0.0,5.9,607.0,GB,1,drama,1,16,16
The Naked Truth,MOVIE,1992,92,0.0,3.6,1351.0,US,1,romance,3,1,1
The Bermuda Triangle,MOVIE,1996,96,0.0,4.7,687.0,US,1,thriller,2,3,3
Late Bloomers,MOVIE,1996,107,0.0,5.9,506.0,US,1,romance,3,1,1
A Tale of Two Bunnies,MOVIE,2000,88,0.0,5.6,256.0,US,1,drama,2,5,5
Gamera 2: Attack of Legion,MOVIE,1996,99,0.0,7.0,2607.0,JP,1,drama,4,62,62
Once Upon A Christmas,MOVIE,2000,100,0.0,5.4,890.0,CA,1,comedy,5,41,41
In the Blink of an Eye,MOVIE,1996,90,0.0,5.5,270.0,US,1,drama,2,5,5
Against The Law,MOVIE,1997,81,0.0,4.1,334.0,US,1,thriller,3,3,3
The Peacock Spring,MOVIE,1996,149,0.0,7.3,146.0,GB,2,drama,1,16,16
The Marriage Fool,MOVIE,1998,85,0.0,6.3,341.0,US,1,drama,3,5,5
The Boys of St. Vincent,MOVIE,1992,93,0.0,7.6,1748.0,CA,1,drama,1,82,82
King Lear,MOVIE,1998,150,0.0,6.1,464.0,,1,drama,1,20,20
The Port of Last Resort,MOVIE,1998,79,0.0,7.5,123.0,AT,1,documentation,2,-1,-1
Witchcraft 666: The Devil's Mistress,MOVIE,1994,91,0.0,6.1,464.0,US,1,horror,1,7,7
Rain Without Thunder,MOVIE,1993,85,0.0,5.0,301.0,US,1,drama,2,5,5
The Hunters,MOVIE,1996,113,0.0,7.0,8520.0,SE,1,thriller,3,-1,-1
Coimbatore Mappillai,MOVIE,1996,131,0.0,7.9,733.0,IN,1,comedy,3,18,18
Angel Flight Down,MOVIE,1996,92,0.0,4.9,232.0,US,1,drama,1,5,5
I Went Down,MOVIE,1997,97,0.0,6.8,2132.0,GB,3,action,5,32,32
Alien Intruder,MOVIE,1993,90,0.0,6.1,464.0,US,1,scifi,1,15,15
The Joyriders,MOVIE,1999,100,0.0,5.8,472.0,US,1,drama,2,5,5
"Come On, Get Happy: The Partridge Family Story",MOVIE,1999,100,0.0,5.6,484.0,US,1,drama,3,5,5
Grey Owl,MOVIE,1999,117,0.0,6.0,3746.0,GB,2,western,2,-1,-1
Love Letters,MOVIE,1999,100,0.0,6.5,28.0,CA,1,drama,2,82,82
Sharing the Secret,MOVIE,2000,90,0.0,6.2,974.0,US,1,drama,1,5,5
"Me, Myself and I",MOVIE,1992,97,0.0,5.1,140.0,US,1,comedy,1,2,2
Solomon and Gaenor,MOVIE,1999,105,0.0,6.8,1338.0,GB,1,romance,2,66,66
The Summer House,MOVIE,1993,79,0.0,6.1,464.0,GB,1,drama,1,16,16
Stormy Weathers,MOVIE,1992,95,0.0,5.6,185.0,US,1,action,2,0,0
Journey to the Center of the Earth,MOVIE,1993,90,0.0,3.1,840.0,US,1,fantasy,2,8,8
Harlan County War,MOVIE,2000,104,0.0,6.4,561.0,US,1,drama,1,5,5
The Luzhin Defence,MOVIE,2000,109,0.0,6.8,4477.0,GB,1,drama,3,16,16
A Marriage of Convenience,MOVIE,1998,105,0.0,6.0,523.0,US,1,drama,2,5,5
Veera,MOVIE,1994,140,0.0,6.7,630.0,IN,1,comedy,3,18,18
The Return of Eliot Ness,MOVIE,1991,94,0.0,6.0,210.0,US,1,crime,2,6,6
A Bucket of Blood,MOVIE,1995,83,0.0,3.7,19.0,US,1,thriller,3,3,3
Three Stooges: Family Album,MOVIE,1998,27,0.0,7.8,12.0,US,1,documentation,1,11,11
Severed Ties,MOVIE,1992,92,0.0,4.4,686.0,US,1,horror,3,7,7
Marvin the Tap-Dancing Horse,SHOW,2000,26,2.0,7.6,91.0,CA,1,animation,2,85,85
Salto al vacÃ­o,MOVIE,1995,85,0.0,6.5,475.0,ES,1,drama,3,69,69
Broken English,MOVIE,1996,92,0.0,6.4,699.0,NZ,1,drama,2,115,115
Convict Cowboy,MOVIE,1995,98,0.0,5.6,248.0,US,1,drama,3,5,5
Legion of Fire: Killer Ants,MOVIE,1998,95,0.0,2.8,2043.0,US,1,horror,1,7,7
McLeod's Daughters,MOVIE,1996,60,0.0,6.4,415.0,AU,1,western,2,-1,-1
Once Upon a Time in China V,MOVIE,1994,101,0.0,5.9,1012.0,HK,1,action,1,29,29
Carolina Skeletons,MOVIE,1991,90,0.0,6.2,421.0,US,1,thriller,3,3,3
The Gardener,MOVIE,1998,105,0.0,3.6,281.0,US,1,horror,1,7,7
Small Faces,MOVIE,1996,108,0.0,6.9,1554.0,GB,1,drama,1,16,16
Dil To Pagal Hai,MOVIE,1997,179,0.0,7.0,22245.0,IN,1,drama,3,40,40
Eat Your Heart Out,MOVIE,1997,94,0.0,5.5,410.0,US,1,comedy,3,2,2
Vows of Deception,MOVIE,1996,90,0.0,6.0,349.0,US,1,thriller,2,3,3
The Escape,MOVIE,1998,91,0.0,4.5,253.0,CA,1,thriller,2,39,39
Nightjohn,MOVIE,1996,92,0.0,6.8,402.0,US,1,drama,1,5,5
Volcano: Fire on the Mountain,MOVIE,1997,86,0.0,4.5,659.0,US,1,drama,2,5,5
Till the End of the Night,MOVIE,1994,90,0.0,3.8,457.0,US,1,thriller,2,3,3
Outlaw Justice,MOVIE,1999,96,0.0,5.5,646.0,ES,2,western,2,-1,-1
Gunaa,MOVIE,1991,167,0.0,8.2,2681.0,IN,1,thriller,3,60,60
White Lies,MOVIE,1997,94,0.0,4.8,143.0,US,1,comedy,2,2,2
The Shooter,MOVIE,1997,91,0.0,5.0,616.0,US,1,western,1,4,4
The Mystery of Chaco Canyon,MOVIE,1999,56,0.0,7.4,162.0,US,1,documentation,1,11,11
The Ride,MOVIE,1997,101,0.0,6.5,469.0,US,1,drama,4,5,5
Deadly Vows,MOVIE,1994,87,0.0,5.9,302.0,US,1,drama,2,5,5
Uzhaippali,MOVIE,1993,156,0.0,6.2,391.0,IN,1,action,3,59,59
The Criminal Mind,MOVIE,1993,93,0.0,3.6,104.0,US,1,drama,3,5,5
Have You Seen My Son,MOVIE,1996,120,0.0,5.3,156.0,US,1,drama,1,5,5
Periya Kudumbam,MOVIE,1995,150,0.0,5.2,37.0,IN,1,,1,19,19
Fraternity Demon,MOVIE,1992,85,0.0,3.3,142.0,US,1,comedy,1,2,2
Outlaws: The Legend of O.B. Taggart,MOVIE,1994,94,0.0,5.8,84.0,US,1,western,1,4,4
Dilwale,MOVIE,1994,180,0.0,5.5,2914.0,IN,1,action,3,59,59
Darr,MOVIE,1993,179,0.0,6.1,464.0,IN,1,romance,3,72,72
Pat and Margaret,MOVIE,1994,90,0.0,8.3,19.0,GB,1,comedy,2,43,43
World War II: When Lions Roared,SHOW,1994,92,1.0,6.6,547.0,US,1,war,3,-1,-1
Red Ribbon Blues,MOVIE,1996,97,0.0,4.1,994.0,US,1,comedy,2,2,2
Angel in Training,MOVIE,1999,89,0.0,4.4,203.0,US,1,fantasy,2,8,8
Cries from the Heart,MOVIE,1994,120,0.0,6.4,264.0,US,1,drama,1,5,5
The Inspectors,MOVIE,1998,105,0.0,5.9,556.0,CA,2,crime,1,116,116
Murder in Mind,MOVIE,1994,79,0.0,6.8,38.0,GB,1,thriller,1,9,9
Nostradamus,MOVIE,2000,88,0.0,4.4,653.0,CA,2,fantasy,4,117,117
The Adventurers,MOVIE,1995,110,0.0,6.0,391.0,HK,1,thriller,3,26,26
Fatal Memories,MOVIE,1992,92,0.0,5.5,150.0,US,2,drama,1,5,5
A Fatal Inversion,MOVIE,1992,180,0.0,6.1,464.0,GB,1,thriller,1,9,9
Us,MOVIE,1991,93,0.0,7.0,138.0,US,1,drama,1,5,5
Possessed,MOVIE,2000,89,0.0,5.2,1466.0,US,1,horror,2,7,7
The American,MOVIE,1998,84,0.0,6.1,221.0,,1,drama,2,20,20
Daar,MOVIE,1993,178,0.0,7.6,23591.0,,1,thriller,4,118,118
Doorways,MOVIE,1993,83,0.0,5.4,243.0,US,1,scifi,1,15,15
Steel Sharks,MOVIE,1996,94,0.0,4.1,408.0,US,1,thriller,2,3,3
Unishe April,MOVIE,1994,138,0.0,7.7,485.0,IN,1,drama,1,40,40
Silver Wolf,MOVIE,1999,98,0.0,6.1,536.0,CA,2,drama,2,82,82
Duplicate,MOVIE,1998,165,0.0,5.5,7557.0,IN,1,comedy,4,18,18
The Black Velvet Gown,MOVIE,1991,103,0.0,6.9,595.0,GB,1,drama,1,16,16
Absence of the Good,MOVIE,1999,90,0.0,5.2,727.0,US,1,thriller,1,3,3
Deadly Game,MOVIE,1998,92,0.0,4.6,172.0,CA,2,thriller,5,39,39
Hellblock 13,MOVIE,1999,90,0.0,4.0,391.0,US,1,horror,2,7,7
The Real Macaw,MOVIE,1998,91,0.0,5.3,493.0,AU,1,action,2,36,36
Beta,MOVIE,1992,155,0.0,3.8,29.0,IN,1,drama,2,40,40
Rex the Runt,SHOW,1998,10,2.0,7.8,350.0,GB,1,animation,2,119,119
Abandoned and Deceived,MOVIE,1995,120,0.0,6.0,292.0,US,1,drama,1,5,5
Hammer Down,MOVIE,1992,83,0.0,3.2,49.0,US,1,drama,3,5,5
Taqdeerwala,MOVIE,1995,162,0.0,6.5,472.0,IN,1,fantasy,3,68,68
Dark Prince: The True Story of Dracula,MOVIE,2000,92,0.0,6.0,2465.0,US,1,horror,2,7,7
The Hawk,MOVIE,1993,88,0.0,5.5,418.0,GB,1,thriller,2,9,9
I've Got a Secret,SHOW,2000,29,1.0,7.3,15.0,US,1,family,2,56,56
